id,text
727,"The Grand Canyon got snow for the first time in decades, and all the tourists were very excited."
728,She has blue eyes.
729,That woman is creepy.
730,I wish Star Wars had a happier plot.
731,Tom stood alone under a clock in the deserted train station.
732,We look forward to your visit.
733,She had a hard time finding laundry detergent when she was traveling.
734,I want white teeth.
735,I have a question I need to ask everyone.
736,Racecar backwards is racecar.
737,I don't want to live in a mansion.
738,Tom started a list so he wouldn't forget anything.
739,School violence is a major problem.
740,Big men are not always strong.
741,He uses the snorkel to breathe under water.
742,They had been dating for seven years by the time they got engaged.
743,She wanted to get a master's degree because she missed school.
744,I can't find the page you're talking about.
745,He strives to keep the best lawn in the neighborhood.
746,The spa attendant applied the deep cleaning mask to the gentleman’s back.
747,Shingle color was not something the couple had ever talked about.
748,"The sunblock was handed to the girl before practice, but the burned skin was proof she did not apply it."
749,The virus had powers none of us knew existed.
750,A quiet house is nice until you are ordered to stay in it for months.
751,"If there is a big earthquake, the alarm will sound."
752,Tom didn't tell us how big your house was.
753,"The coffee shop didn't have liquid sugar for her iced tea, so she had to use sugar packets."
754,"Her mother offered to send her money every month, but she was too embarrassed to accept it."
755,He’s as mad as a hornet.
756,Tommy lost the shopping list his mother had given him and just bought things he wanted to eat.
757,Tom answered all the questions on the list.
758,I wish I had met my uncle yesterday like I was supposed to.
759,All the names are listed in alphabetical order.
760,we won’t be taking you with us.
761,Glazed donuts are amazing.
762,He has a very interesting looking face.
763,No woman would buy that.
764,She liked the feeling of the keyboard under her fingers.
765,Democracy over what we work on is called socialist.
766,"She learned that water bottles are no longer just to hold liquid, but they're also status symbols."
767,Their argument could be heard across the parking lot.
768,Giving directions that the mountains are to the west only works when you can see them.
769,Traveling became almost extinct during the pandemic.
770,"It was obvious she was hot, sweaty, and tired."
771,The Great Dane looked more like a horse than a dog.
772,He played the game as if his life depended on it and the truth was that it did.
773,It's not possible to convince a monkey to give you a banana by promising it infinite bananas when they die.
774,He went on a whiskey diet and immediately lost three days.
775,He watched the dancing piglets with panda bear tummies in the swimming pool.
776,Martha came to the conclusion that shake weights are a great gift for any occasion.
777,"The stained glass window had slivers of yellow, orange, and red."
778,Hayley Wickenheiser is an incredible human being.
779,My boyfriend loves this song.
780,She wasn't sure if she had made a stupid decision or not.
781,She took offense at his comment.
782,You can decide which smoothie place we go to.
783,A big car drew up and a tall lady got out.
784,There were so many cookies leftover.
785,That movie franchise sucks.
786,I'm a fan of American cooking.
787,My family just got home.
788,"Tom could be a big help to you, I think."
789,The train does not leave at 8AM.
790,Bobsled is a sporting event.
791,The car crash was so instantaneous that I barely had time to process it.
792,I always list what I need before I go shopping.
793,The businessman had many important meetings.
794,She promised she would reserve a room for me.
795,I want your life to be better than mine was.
796,You go on a holiday every summer.
797,The risk is higher if you wait to go to the hospital.
798,Odds are that he is cheating on her.
799,Tokyo is a very large city.
800,I especially appreciate how helpful and kind you’ve been throughout this entire process.
801,I’m having second thoughts about getting married so soon.
802,The technology is unbeatable.
803,"She thought the new Dune movie was dull, but her boss loved it."
804,I am afraid of tornados.
805,She resolved to stop speaking out people when she was out on her walks.
806,Today is a great day.
807,A man from my future came to me today.
808,The peanut butter jar was hard to open.
809,I had just gotten the face where I wanted it when my classmate bumped into me and the clay fell over.
810,They were afraid of the black dog.
811,"Since the moment I first put on the suit, it’s been the greatest gig of my life."
812,I entered Tom's name on the list of candidates.
813,The big ugly tree destroys the beauty of the house.
814,"On her seventeenth birthday, she jumped from her house's third-floor balcony."
815,This could become a problem.
816,She hated first dates.
817,"In China, they eat watermelon with salt on it, because they say it makes things taste sweeter."
818,"I got my hair cut today, and they cut it way too short."
819,"I put on my underclothes, shirt and trousers."
820,The mother read a story to her son.
821,Tom's one main ambition in life was to become a race car driver.
822,There was a big earthquake last night.
823,The first baseman caught the fly ball.
824,Karl Marx actually thought that under capitalism poets would be able to find work that paid wages.
825,I’m sorry to interrupt you.
826,My favorite snack is pretzels.
827,She dreamed an evil henchman was forcing her to count every single hair on her head.
828,Our house is a historic building and protected monument.
829,You don't need to leave so early.
830,I have been trying to say this for awhile.
831,He bought Traveler's Choice instant coffee because it was cheaper than the other brands.
832,Northwestern is a great school.
833,He ordered a latte.
834,I have the flowers.
835,My biggest problem is deciding what I should do next.
836,I've made a list of people I need to talk to.
837,She’s as white as a sheet.
838,We are completely in love.
839,Today is the day I'll finally know what brick tastes like.
840,"People keep telling me ""orange"" but I still prefer ""pink""."
841,"Hang on, my kittens are scratching at the bathtub and they'll upset by the lack of biscuits."
842,"The tears of a clown make my lipstick run, but my shower cap is still intact."
843,The gloves protect my feet from excess work.
844,The fog was so dense even a laser decided it wasn't worth the effort.
845,He was an introvert that extroverts seemed to love.
846,The golden retriever loved the fireworks each Fourth of July.
847,"I want a giraffe, but I'm a turtle eating waffles."
848,Henry couldn't decide if he was an auto mechanic or a priest.
849,100 years old is such a young age if you happen to be a bristlecone pine.
850,"When he asked her favorite number, she answered without hesitation that it was diamonds."
851,My biggest joy is roasting almonds while stalking prey.
852,Edith could decide if she should paint her teeth or brush her nails.
853,It was the first time he had ever seen someone cook dinner on an elephant.
854,Purple is the best city in the forest.
855,There is no better feeling than staring at a wall with closed eyes.
856,She couldn't understand why nobody else could see that the sky is full of cotton candy.
857,He decided to count all the sand on the beach as a hobby.
858,My uncle's favorite pastime was building cars out of noodles.
859,The best part of marriage is animal crackers with peanut butter.
860,I'll talk you through every step of the aquatic soccer game.
861,"It’s difficult to say, but I think our customers are more satisfied."
862,He is my father.
863,I have no doubt that you’re going to nail this interview.
864,The train was forty-seven minutes late.
865,He was so surprised that he dropped the dumbbells right on his foot.
866,"She had always wanted to be a boxer, but was so weak that she never made it more than a class or two before giving up."
867,She meant the world to me.
868,I’m also too poor to afford a real office.
869,I drink less water than him.
870,She spent over $300 on masks alone in 2020.
871,Whitening your teeth can be bad for them.
872,English Speaking Courses are the hardest ones.
873,My home is bright pink and has yellow flowers growing all around it.
874,I just saw the most eccentric brick.
875,She tried to make chicken but she must have put the wrong thing in because it came out of the oven bright green.
876,"Yes, you can have a carry on."
877,I have 30 jackets.
878,They'll show you the way home when you’re drunk.
879,She threw her back out.
880,Tom Jackson was one of the names I recognized on that list.
881,It's not such a big problem You're worrying way too much.
882,I want someone who is going to inspire me.
883,The beekeeper was so confident that she didn't bother to wear protective gear.
884,"No, I can't clean your house It's too big.."
885,I can't believe you went skydiving last week.
886,She was very tired as a general rule.
887,"She painted her face purple for Halloween, so she could go as a grape."
888,I will never forget that day.
889,He is my elder brother.
890,"Her mom was a musical theater actress, which got her interested in singing."
891,Selling hand-made objects is the main source of income for locals.
892,You're not looking at the big picture.
893,I do not like zoos.
894,I've been a big fan of yours for a long time.
895,Everyone who got eliminated in red-light green-light got to go inside and eat cookies.
896,I could eat avocados for thee rest of my life.
897,Juan watched TV.
898,It's a significant part of history.
899,My mom is from China.
900,His grandmother loved his paintings so much that she tried to sell them to her friends.
901,My brother just got home.
902,She became more and more beautiful.
903,I don't like close spaces.
904,I'm going to crash at your place.
905,These shoes are just way too large.
906,We didn't sleep all night because we were talking.
907,You might want to consider how cute they look in pajamas.
908,I had to put a pin in his femur.
909,Being fashionable is easy.
910,I've got rough hands.
911,I just passed the funniest bridge.
912,I made very short work of the big steak.
913,Knowledge is power.
914,She’s as sick as a dog.
915,"She wasn't as productive as she was hoping, partially because she didn't have much work to do."
916,You have to take the good with the bad.
917,Everybody is expecting a bonus.
918,Water damage sucks.
919,The broken leg isn't Tom's biggest problem.
920,I owe you a big one for getting me out of the jam.
921,what I remember is that she was with us at 8 pm.
922,I feel like I am going to pass out.
923,I had dinner with George Washington last night.
924,This ship is too big to pass through the canal.
925,I added his name to the book.
926,He liked chocolate and banana milkshakes because his mom used to make them when he was sick.
927,This lasagna is delicious.
928,Naps make me feel lazy.
929,We have a big stove which keeps us very toasty.
930,She created an app to match zombies with willing victims.
931,He has a weird mouth.
932,Ask no questions and hear no lies.
933,It’s bound to happen eventually.
934,I go back to bedroom.
935,I made some steak.
936,Her mom asked her to come home for Christmas.
937,She likes to swing at the playground.
938,Thank you very much for your hospitality.
939,There used to be a big cherry tree in the garden.
940,She constantly worried about accidentally burning her house down.
941,Daya chose a song from the list to sing.
942,I think I could fall asleep really quickly.
943,You may take either the big box or the small one.
944,She was dressed like a rabbit.
945,Mary enjoys cooking.
946,It was a maze of rubber wiring.
947,I can’t get this lift to work.
948,He has a nice restaurant near the lake.
949,Here is David with his guitar.
950,He went fast down the slide.
951,"She hated chocolate chip cookies, but she loved gingersnaps."
952,"She bought a massive pack of toilet paper from Costco, which lasted her three months."
953,She went over to see if her name was there.
954,As luck would have it I found a pen at the bottom of my bag.
955,I imagine you think of this activity as something characters from a Jane Austin novel did.
956,She desperately wanted to meet an alien before she died.
957,I am extra ticklish for some reason.
958,She likes parties.
959,I seriously doubt she actually believes you.
960,I am the biggest Ariana Grande fan on the planet.
961,I know that there was a big church here.
962,The enemy destroyed the city.
963,We see them every week.
964,There are many theories regarding the origins of language.
965,I just walked on thee coolest pillow.
966,Dad is going to work.
967,I have a bunch of things I need to do.
968,She is a composer for the harp.
969,The cat coughed up a hairball that was almost the same size as she was.
970,"My lunch included a peanut butter sandwich, crackers, juice, and a cheese stick."
971,The cruise cut through the Bermuda Triangle.
972,He was very scared when he saw this big snake.
973,I put my headphones on and listened to some smooth jazz.
974,You need to be able to justify why you're wearing yellow socks in a formal environment.
975,The Pearl Tower in Shanghai is one of the most memorable sites in China.
976,I couldn’t tear myself away from you even if I tried.
977,Tom has some pretty big shoes to fill.
978,He wears suspenders instead of a belt.
979,We are buzzing on this espresso.
980,"She waited until the elevator was full to clear her throat and say, “You guys might be wondering why I called this meeting."
981,He goes to football every day.
982,They go to a gallery every Saturday.
983,I want to have my name taken off the list.
984,The advanced technology is what sold me.
985,I just think he didn't execute it the way he needed to today.
986,Her face turned red because she was embarrassed.
987,I have one big brother and two little sisters.
988,The hockey rink was on the other side of the campus.
989,Sam felt sick after eating five huge candy bars.
990,It's the size of a golf ball.
991,Nothing beats a big glass of beer in summer.
992,My cat runs very fast.
993,Tom lives in a white house.
994,He had a sore throat so I gave him my bottle of water and told him to keep it.
995,He was wearing a vest.
996,"Her hat was green, her mittens were yellow, and her coat was orange."
997,Lions and tigers are called big cats.
998,Nikita is a perfectly respectable businessman.
999,What you're suggesting is just not practical.
1000,she’s lying or at least not telling the entire truth.
